,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
941,BSVUSDT,LOOKSUSDT,0.0,-4.26,-3.37,287.92,13
2827,RENUSDT,CROUSDT,0.0,-4.28,-3.37,1.12,13
2822,RENUSDT,CHRUSDT,0.0,-4.37,-3.37,0.7,13
935,BSVUSDT,ILVUSDT,0.01,-4.08,-3.37,0.89,13
2817,RENUSDT,BOBAUSDT,0.01,-4.03,-3.37,0.37,13
2806,RENUSDT,AVAXUSDT,0.0,-4.82,-3.37,0.01,13
940,BSVUSDT,LINKUSDT,0.05,-3.37,-3.37,6.3,13
2252,JSTUSDT,APEUSDT,0.01,-3.77,-3.37,0.01,13
1796,EOSUSDT,DARUSDT,0.03,-3.58,-3.37,6.73,13
3451,USDCUSDT,EGLDUSDT,0.0,-12.88,-3.37,0.02,13
3792,XRPUSDT,SUSHIUSDT,0.0,-13.61,-3.37,0.3,13
944,BSVUSDT,MKRUSDT,0.04,-3.47,-3.37,0.06,13
2785,RENUSDT,10000NFTUSDT,0.0,-4.76,-3.37,16.04,13
773,BELUSDT,COTIUSDT,0.01,-3.9,-3.37,5.56,13
2266,JSTUSDT,IOTAUSDT,0.02,-3.67,-3.37,0.1,13
2330,KDAUSDT,OMGUSDT,0.02,-3.73,-3.37,0.78,13
2333,KDAUSDT,RNDRUSDT,0.0,-4.63,-3.37,1.85,13
1863,FILUSDT,LINKUSDT,0.0,-4.27,-3.37,0.7,13
239,ANKRUSDT,APTUSDT,0.0,-4.13,-3.37,0.0,13
3552,USDCUSDT,XTZUSDT,0.0,-12.95,-3.37,1.01,13
2525,MTLUSDT,DARUSDT,0.04,-3.45,-3.37,5.1,13
761,BCHUSDT,ZILUSDT,0.01,-3.86,-3.37,4836.52,13
3824,YGGUSDT,1000LUNCUSDT,0.01,-3.84,-3.37,1.27,13
2505,MTLUSDT,APTUSDT,0.02,-3.69,-3.37,0.15,13
3825,YGGUSDT,1000XECUSDT,0.01,-3.95,-3.37,7.58,13
1455,CROUSDT,DOGEUSDT,0.0,-4.43,-3.37,0.82,13
2606,MTLUSDT,WAVESUSDT,0.01,-3.82,-3.37,0.3,13
1209,C98USDT,XRPUSDT,0.02,-3.68,-3.37,0.69,13
256,ANKRUSDT,IMXUSDT,0.0,-4.15,-3.37,0.05,13
3675,XRPUSDT,BANDUSDT,0.0,-13.61,-3.37,0.19,13
3530,USDCUSDT,SOLUSDT,0.0,-12.83,-3.37,0.07,13
273,ANKRUSDT,THETAUSDT,0.03,-3.52,-3.37,0.02,13
272,ANKRUSDT,SUNUSDT,0.0,-4.33,-3.37,4.21,13
2531,MTLUSDT,ENJUSDT,0.04,-3.47,-3.37,2.2,13
2533,MTLUSDT,ETHUSDT,0.03,-3.54,-3.37,0.0,13
3500,USDCUSDT,MATICUSDT,0.0,-12.84,-3.37,1.13,13
1462,CROUSDT,ETHUSDT,0.0,-4.92,-3.37,0.0,13
2549,MTLUSDT,KAVAUSDT,0.03,-3.56,-3.37,0.76,13
3497,USDCUSDT,LUNA2USDT,0.0,-12.83,-3.37,0.6,13
2556,MTLUSDT,LOOKSUSDT,0.02,-3.63,-3.37,5.05,13
762,BCHUSDT,ZRXUSDT,0.0,-4.59,-3.37,575.15,13
2562,MTLUSDT,MATICUSDT,0.03,-3.56,-3.37,0.77,13
3818,XTZUSDT,RNDRUSDT,0.03,-3.5,-3.37,2.07,13
2572,MTLUSDT,QNTUSDT,0.01,-4.11,-3.37,0.01,13
2575,MTLUSDT,RENUSDT,0.04,-3.46,-3.37,8.77,13
2342,KDAUSDT,STORJUSDT,0.04,-3.46,-3.37,2.87,13
1463,CROUSDT,ETHWUSDT,0.03,-3.58,-3.37,0.02,13
2590,MTLUSDT,SNXUSDT,0.01,-3.86,-3.37,0.4,13
1868,FILUSDT,MATICUSDT,0.03,-3.48,-3.37,4.87,13
678,BCHUSDT,GMTUSDT,0.03,-3.56,-3.37,265.28,13
3787,XRPUSDT,SNXUSDT,0.0,-13.83,-3.37,0.22,13
2689,OGNUSDT,SUSHIUSDT,0.01,-3.95,-3.37,0.08,13
1723,DUSKUSDT,1000LUNCUSDT,0.04,-3.46,-3.37,0.52,13
3598,XEMUSDT,ILVUSDT,0.04,-3.46,-3.37,0.0,13
3593,XEMUSDT,ETHUSDT,0.04,-3.42,-3.37,0.0,13
1751,DYDXUSDT,INJUSDT,0.02,-3.65,-3.37,1.28,13
918,BSVUSDT,DOGEUSDT,0.02,-3.64,-3.37,460.83,13
911,BSVUSDT,1000BTTUSDT,0.02,-3.7,-3.37,58052.54,13
925,BSVUSDT,ETHUSDT,0.01,-3.88,-3.37,0.03,13
3845,YGGUSDT,BNXUSDT,0.01,-4.09,-3.37,0.0,13
2937,RENUSDT,YFIUSDT,0.01,-3.88,-3.37,0.0,13
3889,YGGUSDT,HBARUSDT,0.02,-3.7,-3.37,4.6,13
3780,XRPUSDT,SANDUSDT,0.0,-13.62,-3.37,0.65,13
1748,DYDXUSDT,GALAUSDT,0.0,-4.69,-3.37,78.63,13
1278,CELUSDT,CHRUSDT,0.01,-3.83,-3.37,4.42,13
2845,RENUSDT,ETCUSDT,0.0,-4.99,-3.37,0.0,13
2883,RENUSDT,LUNA2USDT,0.0,-4.56,-3.37,0.05,13
2922,RENUSDT,TOMOUSDT,0.01,-4.05,-3.37,0.26,13
1276,CELUSDT,BOBAUSDT,0.03,-3.5,-3.37,2.37,13
2886,RENUSDT,MATICUSDT,0.0,-5.1,-3.37,0.09,13
2834,RENUSDT,DASHUSDT,0.02,-3.76,-3.37,0.0,13
3883,YGGUSDT,GALAUSDT,0.01,-4.04,-3.37,7.83,13
3159,SUNUSDT,FITFIUSDT,0.0,-4.75,-3.37,0.13,12
2982,RSS3USDT,ALGOUSDT,0.04,-3.47,-3.37,0.45,12
1149,C98USDT,LRCUSDT,0.01,-3.81,-3.37,1.13,12
417,AXSUSDT,BALUSDT,0.0,-4.92,-3.37,1.3,12
3566,WAVESUSDT,GMTUSDT,0.01,-4.06,-3.37,5.86,12
3805,XRPUSDT,XLMUSDT,0.0,-13.78,-3.37,4.22,12
1169,C98USDT,REEFUSDT,0.01,-3.83,-3.37,88.25,12
1064,C98USDT,AVAXUSDT,0.01,-3.98,-3.37,0.02,12
3555,USDCUSDT,ZECUSDT,0.0,-12.84,-3.37,0.03,12
1070,C98USDT,BICOUSDT,0.02,-3.74,-3.37,0.94,12
2098,HNTUSDT,ZENUSDT,0.0,-4.24,-3.37,0.24,12
1874,FILUSDT,PEOPLEUSDT,0.02,-3.62,-3.37,188.82,12
2216,INJUSDT,WOOUSDT,0.03,-3.52,-3.37,13.91,12
1073,C98USDT,BNBUSDT,0.01,-3.97,-3.37,0.0,12
3145,SUNUSDT,CVXUSDT,0.0,-4.23,-3.37,0.0,12
3405,USDCUSDT,ANTUSDT,0.0,-13.21,-3.37,0.52,12
1108,C98USDT,EOSUSDT,0.01,-3.87,-3.37,0.31,12
3868,YGGUSDT,DUSKUSDT,0.02,-3.75,-3.37,2.46,12
3218,SUNUSDT,SUSHIUSDT,0.0,-4.51,-3.37,0.0,12
3193,SUNUSDT,OCEANUSDT,0.0,-4.39,-3.37,0.04,12
3685,XRPUSDT,BSWUSDT,0.0,-13.65,-3.37,1.84,12
1144,C98USDT,LINAUSDT,0.01,-3.78,-3.37,45.98,12
1127,C98USDT,HOTUSDT,0.01,-3.79,-3.37,179.34,12
1442,CROUSDT,BATUSDT,0.0,-4.59,-3.37,0.31,12
304,API3USDT,WAVESUSDT,0.04,-3.38,-3.37,0.62,12
1068,C98USDT,BATUSDT,0.02,-3.73,-3.37,1.23,12
2896,RENUSDT,QNTUSDT,0.01,-3.99,-3.37,0.0,12
1067,C98USDT,BANDUSDT,0.01,-3.84,-3.37,0.14,12
1854,FILUSDT,GALUSDT,0.03,-3.54,-3.37,3.03,12
999,BTCUSDT,DENTUSDT,0.02,-3.71,-3.37,24519715.61,12
3176,SUNUSDT,JASMYUSDT,0.01,-4.02,-3.37,1.28,12
3178,SUNUSDT,KLAYUSDT,0.02,-3.69,-3.37,0.03,12
1415,COTIUSDT,BICOUSDT,0.0,-4.57,-3.37,0.25,12
3488,USDCUSDT,KSMUSDT,0.0,-12.85,-3.37,0.04,12
1003,BTCUSDT,DUSKUSDT,0.03,-3.48,-3.37,186148.28,12
1412,COTIUSDT,ALGOUSDT,0.0,-4.14,-3.37,0.26,12
1147,C98USDT,LOOKSUSDT,0.01,-3.81,-3.37,2.06,12
1170,C98USDT,RENUSDT,0.02,-3.7,-3.37,3.57,12
2900,RENUSDT,ROSEUSDT,0.01,-4.04,-3.37,1.68,12
2634,NEOUSDT,IMXUSDT,0.01,-3.83,-3.37,16.09,12
71,AAVEUSDT,QNTUSDT,0.01,-4.06,-3.37,0.51,12
142,AGLDUSDT,SFPUSDT,0.04,-3.4,-3.37,0.39,12
2349,KDAUSDT,UNIUSDT,0.0,-4.12,-3.37,0.15,12
2554,MTLUSDT,LDOUSDT,0.02,-3.77,-3.37,0.58,12
103,AGLDUSDT,BCHUSDT,0.01,-4.07,-3.37,0.0,12
1447,CROUSDT,CKBUSDT,0.02,-3.6,-3.37,27.14,12
1165,C98USDT,PAXGUSDT,0.02,-3.7,-3.37,0.0,12
2373,KSMUSDT,NEOUSDT,0.03,-3.56,-3.37,3.66,12
1361,CELUSDT,ZENUSDT,0.02,-3.74,-3.37,0.05,12
2460,MATICUSDT,ZENUSDT,0.0,-4.27,-3.37,0.09,12
1210,C98USDT,XTZUSDT,0.02,-3.75,-3.37,0.28,12
1159,C98USDT,NEOUSDT,0.01,-3.77,-3.37,0.04,12
3291,TOMOUSDT,LDOUSDT,0.04,-3.38,-3.37,0.25,12
3704,XRPUSDT,DASHUSDT,0.0,-13.97,-3.37,0.01,12
589,BATUSDT,COMPUSDT,0.02,-3.61,-3.37,0.01,12
1034,BTCUSDT,SFPUSDT,0.04,-3.45,-3.37,26569.67,12
447,AXSUSDT,FXSUSDT,0.01,-3.85,-3.37,1.55,12
276,ANKRUSDT,XMRUSDT,0.04,-3.38,-3.37,0.0,12
414,AXSUSDT,ARPAUSDT,0.03,-3.54,-3.37,265.6,12
409,AXSUSDT,AKROUSDT,0.04,-3.45,-3.37,2604.29,12
2435,LPTUSDT,CHZUSDT,0.04,-3.47,-3.37,31.99,12
2430,LOOKSUSDT,SHIB1000USDT,0.02,-3.76,-3.37,14.83,12
1043,C98USDT,10000NFTUSDT,0.02,-3.74,-3.37,57.38,12
3532,USDCUSDT,STMXUSDT,0.0,-13.0,-3.37,200.65,12
1054,C98USDT,ALPHAUSDT,0.01,-3.82,-3.37,3.18,12
810,BELUSDT,PEOPLEUSDT,0.01,-3.78,-3.37,17.59,12
1047,C98USDT,1INCHUSDT,0.02,-3.76,-3.37,0.53,12
1053,C98USDT,ALICEUSDT,0.02,-3.76,-3.37,0.23,12
1201,C98USDT,USDCUSDT,0.03,-3.52,-3.37,0.28,12
3339,TRXUSDT,CELOUSDT,0.01,-3.86,-3.37,0.11,12
601,BATUSDT,HOTUSDT,0.03,-3.53,-3.37,145.32,12
3513,USDCUSDT,QTUMUSDT,0.0,-12.89,-3.37,0.49,12
3553,USDCUSDT,YFIUSDT,0.0,-12.89,-3.37,0.0,12
3624,XMRUSDT,APTUSDT,0.02,-3.73,-3.37,29.57,12
2350,KDAUSDT,WOOUSDT,0.0,-4.82,-3.37,7.15,12
112,AGLDUSDT,CVXUSDT,0.01,-3.82,-3.37,0.06,12
1186,C98USDT,SOLUSDT,0.01,-3.8,-3.37,0.02,12
1154,C98USDT,MATICUSDT,0.01,-3.92,-3.37,0.31,12
2929,RENUSDT,WAVESUSDT,0.01,-3.91,-3.37,0.03,12
223,ALPHAUSDT,OCEANUSDT,0.02,-3.69,-3.37,0.67,12
692,BCHUSDT,JSTUSDT,0.02,-3.71,-3.37,4973.37,12
3247,SXPUSDT,1000BTTUSDT,0.03,-3.59,-3.37,367.76,12
1115,C98USDT,FLOWUSDT,0.01,-3.91,-3.37,0.23,12
32,1INCHUSDT,PEOPLEUSDT,0.03,-3.57,-3.37,22.72,12
2516,MTLUSDT,CHZUSDT,0.02,-3.75,-3.37,3.06,12
3408,USDCUSDT,APTUSDT,0.0,-13.02,-3.37,0.23,12
3256,SXPUSDT,ILVUSDT,0.01,-3.78,-3.37,0.01,12
3259,SXPUSDT,REEFUSDT,0.02,-3.71,-3.37,78.14,12
1011,BTCUSDT,FTMUSDT,0.01,-4.01,-3.37,92084.32,12
3935,YGGUSDT,SNXUSDT,0.01,-4.1,-3.37,0.13,12
229,ALPHAUSDT,SUSHIUSDT,0.03,-3.49,-3.37,0.07,12
1110,C98USDT,ETHUSDT,0.01,-3.97,-3.37,0.0,12
3268,TLMUSDT,SXPUSDT,0.01,-4.03,-3.37,0.06,12
3510,USDCUSDT,PAXGUSDT,0.0,-12.86,-3.37,0.0,12
3932,YGGUSDT,SFPUSDT,0.03,-3.53,-3.37,0.35,12
1142,C98USDT,KSMUSDT,0.02,-3.7,-3.37,0.01,12
2988,RSS3USDT,WAVESUSDT,0.04,-3.42,-3.37,0.05,12
954,BSVUSDT,SXPUSDT,0.02,-3.76,-3.37,157.28,12
3463,USDCUSDT,FXSUSDT,0.0,-12.94,-3.37,0.22,12
3760,XRPUSDT,MKRUSDT,0.0,-13.61,-3.37,0.0,12
134,AGLDUSDT,NEOUSDT,0.04,-3.47,-3.37,0.04,12
1252,CELRUSDT,SFPUSDT,0.04,-3.41,-3.37,0.02,12
551,BAKEUSDT,PEOPLEUSDT,0.03,-3.53,-3.37,7.82,12
3790,XRPUSDT,STORJUSDT,0.0,-13.71,-3.37,1.22,12
2276,JSTUSDT,STXUSDT,0.03,-3.52,-3.37,0.09,12
1134,C98USDT,IOTAUSDT,0.02,-3.73,-3.37,1.27,12
2728,ONTUSDT,NEOUSDT,0.02,-3.72,-3.37,0.03,12
1082,C98USDT,CELUSDT,0.05,-3.37,-3.37,0.56,12
1130,C98USDT,ILVUSDT,0.01,-3.94,-3.37,0.01,12
1089,C98USDT,CROUSDT,0.01,-3.83,-3.37,4.03,12
3903,YGGUSDT,LITUSDT,0.03,-3.52,-3.37,0.31,12
1178,C98USDT,SANDUSDT,0.01,-3.82,-3.37,0.48,12
934,BSVUSDT,ICPUSDT,0.02,-3.65,-3.37,10.05,12
2873,RENUSDT,KNCUSDT,0.01,-3.92,-3.37,0.13,12
2871,RENUSDT,KAVAUSDT,0.0,-4.31,-3.37,0.09,12
3665,XRPUSDT,API3USDT,0.0,-13.68,-3.37,0.26,12
1432,CROUSDT,1000BTTUSDT,0.0,-4.39,-3.37,103.08,12
2256,JSTUSDT,BELUSDT,0.02,-3.67,-3.37,0.05,12
950,BSVUSDT,RSRUSDT,0.01,-3.82,-3.37,9421.42,12
429,AXSUSDT,CKBUSDT,0.01,-3.84,-3.37,2774.46,12
503,BAKEUSDT,BELUSDT,0.0,-5.06,-3.37,0.44,12
945,BSVUSDT,OCEANUSDT,0.02,-3.63,-3.37,296.59,12
2655,OCEANUSDT,RVNUSDT,0.0,-4.2,-3.37,6.08,12
1087,C98USDT,COTIUSDT,0.02,-3.67,-3.37,3.84,12
2268,JSTUSDT,NEOUSDT,0.02,-3.73,-3.37,0.0,12
1097,C98USDT,DASHUSDT,0.02,-3.69,-3.37,0.01,12
3901,YGGUSDT,LDOUSDT,0.02,-3.7,-3.37,0.19,12
2227,IOTAUSDT,JASMYUSDT,0.03,-3.56,-3.37,55.35,12
2269,JSTUSDT,OMGUSDT,0.03,-3.52,-3.37,0.02,12
1181,C98USDT,SFPUSDT,0.0,-4.34,-3.37,0.45,12
129,AGLDUSDT,LDOUSDT,0.03,-3.55,-3.37,0.21,12
1132,C98USDT,INJUSDT,0.01,-3.9,-3.37,0.16,12
3688,XRPUSDT,CELOUSDT,0.0,-13.96,-3.37,0.86,12
1381,COMPUSDT,AXSUSDT,0.04,-3.47,-3.37,5.55,12
1137,C98USDT,JSTUSDT,0.02,-3.67,-3.37,13.31,12
923,BSVUSDT,ENSUSDT,0.04,-3.42,-3.37,3.03,12
1075,C98USDT,BOBAUSDT,0.03,-3.59,-3.37,1.35,12
171,ALGOUSDT,CEEKUSDT,0.01,-3.86,-3.37,2.73,12
2676,OGNUSDT,MKRUSDT,0.02,-3.69,-3.37,0.0,12
1126,C98USDT,HNTUSDT,0.01,-3.92,-3.37,0.11,12
3440,USDCUSDT,CTSIUSDT,0.0,-12.82,-3.37,9.69,12
3380,UNFIUSDT,REQUSDT,0.04,-3.44,-3.37,50.28,12
3469,USDCUSDT,GRTUSDT,0.0,-12.85,-3.37,16.39,12
3896,YGGUSDT,JASMYUSDT,0.02,-3.68,-3.37,55.77,12
969,BSWUSDT,ETHUSDT,0.05,-3.37,-3.37,0.0,12
1522,CROUSDT,XTZUSDT,0.0,-4.48,-3.37,0.07,12
2835,RENUSDT,DENTUSDT,0.01,-4.08,-3.37,114.47,12
2659,OGNUSDT,1000BTTUSDT,0.04,-3.39,-3.37,153.23,12
1196,C98USDT,TOMOUSDT,0.01,-3.92,-3.37,0.93,12
1138,C98USDT,KAVAUSDT,0.01,-4.0,-3.37,0.31,12
3258,SXPUSDT,NEARUSDT,0.04,-3.45,-3.37,0.13,11
700,BCHUSDT,LINKUSDT,0.04,-3.45,-3.37,16.84,11
3502,USDCUSDT,MKRUSDT,0.0,-12.93,-3.37,0.0,11
881,BLZUSDT,MKRUSDT,0.02,-3.63,-3.37,0.0,11
2777,REEFUSDT,OCEANUSDT,0.02,-3.7,-3.37,0.02,11
667,BCHUSDT,ENJUSDT,0.04,-3.47,-3.37,335.21,11
3434,USDCUSDT,CKBUSDT,0.0,-12.83,-3.37,393.39,11
3709,XRPUSDT,DOTUSDT,0.0,-13.6,-3.37,0.07,11
695,BCHUSDT,KLAYUSDT,0.04,-3.46,-3.37,607.27,11
1892,FLMUSDT,ENJUSDT,0.04,-3.46,-3.37,0.25,11
2390,LINAUSDT,MANAUSDT,0.0,-4.41,-3.37,0.01,11
227,ALPHAUSDT,SHIB1000USDT,0.04,-3.42,-3.37,9.61,11
3951,YGGUSDT,XMRUSDT,0.01,-3.78,-3.37,0.0,11
412,AXSUSDT,ANTUSDT,0.0,-4.63,-3.37,3.64,11
157,AGLDUSDT,ZRXUSDT,0.02,-3.75,-3.37,1.34,11
1356,CELUSDT,XLMUSDT,0.01,-3.97,-3.37,5.49,11
3758,XRPUSDT,MATICUSDT,0.0,-13.61,-3.37,0.43,11
2959,RNDRUSDT,ZECUSDT,0.01,-3.87,-3.37,0.01,11
270,ANKRUSDT,SNXUSDT,0.04,-3.47,-3.37,0.01,11
139,AGLDUSDT,REQUSDT,0.03,-3.48,-3.37,2.86,11
1022,BTCUSDT,LOOKSUSDT,0.0,-5.36,-3.37,123323.36,11
815,BELUSDT,RVNUSDT,0.02,-3.64,-3.37,18.7,11
3043,SHIB1000USDT,UNIUSDT,0.02,-3.62,-3.37,0.0,11
3923,YGGUSDT,REQUSDT,0.01,-3.86,-3.37,2.6,11
3294,TOMOUSDT,LRCUSDT,0.01,-3.85,-3.37,1.21,11
906,BNBUSDT,MANAUSDT,0.03,-3.53,-3.37,644.77,11
2237,IOTAUSDT,SUSHIUSDT,0.04,-3.38,-3.37,0.18,11
3605,XEMUSDT,RNDRUSDT,0.02,-3.64,-3.37,0.07,11
3757,XRPUSDT,MASKUSDT,0.0,-13.67,-3.37,0.13,11
174,ALICEUSDT,AVAXUSDT,0.04,-3.42,-3.37,0.09,11
98,AGLDUSDT,APEUSDT,0.03,-3.56,-3.37,0.08,11
2455,MANAUSDT,SKLUSDT,0.03,-3.47,-3.37,15.62,11
3524,USDCUSDT,SCUSDT,0.0,-12.83,-3.37,415.48,11
1491,CROUSDT,MATICUSDT,0.0,-4.22,-3.37,0.08,11
1039,BTCUSDT,UNIUSDT,0.01,-3.84,-3.37,2844.72,11
3441,USDCUSDT,CVCUSDT,0.0,-12.93,-3.37,10.85,11
2461,MINAUSDT,1000LUNCUSDT,0.02,-3.75,-3.37,3.21,11
1712,DOTUSDT,DYDXUSDT,0.01,-3.96,-3.37,2.58,11
615,BCHUSDT,1000BTTUSDT,0.03,-3.55,-3.37,155066.73,11
1509,CROUSDT,SKLUSDT,0.01,-3.84,-3.37,2.54,11
275,ANKRUSDT,WAVESUSDT,0.0,-4.22,-3.37,0.01,11
3859,YGGUSDT,CVCUSDT,0.03,-3.51,-3.37,2.38,11
78,AAVEUSDT,UNIUSDT,0.03,-3.52,-3.37,9.99,11
2942,RENUSDT,ZRXUSDT,0.01,-3.85,-3.37,0.43,11
1256,CELRUSDT,YFIUSDT,0.03,-3.53,-3.37,0.0,11
2058,HNTUSDT,MANAUSDT,0.01,-4.02,-3.37,5.78,11
3057,SLPUSDT,ETCUSDT,0.03,-3.48,-3.37,0.0,11
3962,ZECUSDT,DYDXUSDT,0.04,-3.4,-3.37,17.92,11
3956,YGGUSDT,ZENUSDT,0.0,-4.12,-3.37,0.02,11
3072,SLPUSDT,LUNA2USDT,0.02,-3.76,-3.37,0.0,11
724,BCHUSDT,RNDRUSDT,0.03,-3.53,-3.37,216.92,11
2578,MTLUSDT,ROSEUSDT,0.03,-3.48,-3.37,14.78,11
1006,BTCUSDT,ETCUSDT,0.05,-3.37,-3.37,848.61,11
2566,MTLUSDT,OCEANUSDT,0.04,-3.39,-3.37,5.21,11
3968,ZILUSDT,APEUSDT,0.02,-3.69,-3.37,0.01,11
625,BCHUSDT,API3USDT,0.02,-3.6,-3.37,72.82,11
2137,ICPUSDT,REEFUSDT,0.0,-4.52,-3.37,1226.15,11
2724,ONEUSDT,UNIUSDT,0.0,-4.11,-3.37,0.0,11
3936,YGGUSDT,STGUSDT,0.01,-3.96,-3.37,0.55,11
2287,KDAUSDT,1INCHUSDT,0.04,-3.46,-3.37,1.71,11
319,ARPAUSDT,BLZUSDT,0.04,-3.46,-3.37,0.46,11
3189,SUNUSDT,MASKUSDT,0.0,-4.49,-3.37,0.0,11
2587,MTLUSDT,SHIB1000USDT,0.03,-3.5,-3.37,74.98,11
924,BSVUSDT,ETCUSDT,0.02,-3.6,-3.37,1.98,11
2880,RENUSDT,LPTUSDT,0.01,-3.82,-3.37,0.01,11
2591,MTLUSDT,SOLUSDT,0.03,-3.59,-3.37,0.05,11
641,BCHUSDT,BOBAUSDT,0.03,-3.52,-3.37,501.11,11
2130,ICPUSDT,MATICUSDT,0.03,-3.56,-3.37,4.36,11
3125,SUNUSDT,BANDUSDT,0.0,-4.19,-3.37,0.0,11
1634,CVXUSDT,ZENUSDT,0.0,-4.39,-3.37,0.4,11
3876,YGGUSDT,ETHWUSDT,0.01,-3.93,-3.37,0.06,11
2301,KDAUSDT,DYDXUSDT,0.01,-4.11,-3.37,0.4,11
396,AVAXUSDT,MATICUSDT,0.04,-3.43,-3.37,14.6,11
2898,RENUSDT,REQUSDT,0.0,-4.17,-3.37,0.92,11
2607,MTLUSDT,WOOUSDT,0.03,-3.47,-3.37,5.5,11
3569,WAVESUSDT,LRCUSDT,0.04,-3.45,-3.37,9.28,11
617,BCHUSDT,1000XECUSDT,0.02,-3.66,-3.37,3578.23,11
2336,KDAUSDT,RUNEUSDT,0.01,-3.94,-3.37,0.75,11
3157,SUNUSDT,ETHWUSDT,0.0,-4.57,-3.37,0.0,11
1314,CELUSDT,ILVUSDT,0.0,-4.62,-3.37,0.01,11
3357,UNFIUSDT,ARUSDT,0.0,-4.71,-3.37,0.44,11
708,BCHUSDT,MASKUSDT,0.03,-3.56,-3.37,34.6,11
3147,SUNUSDT,DASHUSDT,0.04,-3.45,-3.37,0.0,11
2528,MTLUSDT,DOGEUSDT,0.03,-3.55,-3.37,8.09,11
3716,XRPUSDT,ETHUSDT,0.0,-13.63,-3.37,0.0,11
111,AGLDUSDT,CVCUSDT,0.01,-4.1,-3.37,2.63,11
709,BCHUSDT,MATICUSDT,0.03,-3.52,-3.37,116.99,11
3078,SLPUSDT,RNDRUSDT,0.01,-3.98,-3.37,0.01,11
146,AGLDUSDT,STORJUSDT,0.03,-3.51,-3.37,0.78,11
626,BCHUSDT,APTUSDT,0.02,-3.62,-3.37,23.43,11
3862,YGGUSDT,DASHUSDT,0.04,-3.39,-3.37,0.01,11
1702,DODOUSDT,REQUSDT,0.0,-4.34,-3.37,1.37,11
1885,FILUSDT,UNIUSDT,0.01,-3.85,-3.37,0.74,11
2542,MTLUSDT,GRTUSDT,0.03,-3.55,-3.37,11.18,11
3085,SLPUSDT,WAVESUSDT,0.04,-3.38,-3.37,0.0,11
1700,DODOUSDT,LTCUSDT,0.0,-4.44,-3.37,0.0,11
3389,UNFIUSDT,YFIUSDT,0.02,-3.62,-3.37,0.0,11
2201,INJUSDT,NEARUSDT,0.01,-3.78,-3.37,0.94,11
2553,MTLUSDT,KSMUSDT,0.01,-4.05,-3.37,0.03,11
3874,YGGUSDT,ETCUSDT,0.0,-4.13,-3.37,0.01,11
3215,SUNUSDT,STMXUSDT,0.02,-3.73,-3.37,1.01,11
3216,SUNUSDT,STORJUSDT,0.02,-3.66,-3.37,0.02,11
637,BCHUSDT,BICOUSDT,0.03,-3.57,-3.37,351.39,11
3456,USDCUSDT,ETHUSDT,0.0,-12.85,-3.37,0.0,11
571,BANDUSDT,CVXUSDT,0.0,-4.18,-3.37,0.49,11
3009,RUNEUSDT,VETUSDT,0.03,-3.52,-3.37,61.72,11
979,BSWUSDT,NEARUSDT,0.04,-3.45,-3.37,0.11,11
852,BLZUSDT,CELUSDT,0.04,-3.47,-3.37,0.12,11
1444,CROUSDT,BSVUSDT,0.0,-4.46,-3.37,0.0,10
3534,USDCUSDT,STXUSDT,0.0,-13.04,-3.37,4.33,10
3401,USDCUSDT,ALGOUSDT,0.0,-12.96,-3.37,3.66,10
726,BCHUSDT,RSS3USDT,0.02,-3.68,-3.37,848.43,10
3649,XNOUSDT,WOOUSDT,0.02,-3.63,-3.37,4.77,10
1451,CROUSDT,CVXUSDT,0.02,-3.71,-3.37,0.02,10
1493,CROUSDT,MKRUSDT,0.01,-3.79,-3.37,0.0,10
3525,USDCUSDT,SFPUSDT,0.0,-13.16,-3.37,1.6,10
742,BCHUSDT,SXPUSDT,0.04,-3.43,-3.37,420.0,10
611,BATUSDT,SUSHIUSDT,0.02,-3.64,-3.37,0.18,10
3396,USDCUSDT,1INCHUSDT,0.0,-12.91,-3.37,1.92,10
3336,TRXUSDT,ARUSDT,0.0,-4.88,-3.37,0.01,10
1411,COTIUSDT,10000NFTUSDT,0.0,-4.51,-3.37,14.93,10
1508,CROUSDT,SHIB1000USDT,0.0,-4.81,-3.37,7.59,10
3362,UNFIUSDT,CELOUSDT,0.01,-3.79,-3.37,9.64,10
3359,UNFIUSDT,BAKEUSDT,0.03,-3.54,-3.37,23.74,10
3645,XNOUSDT,SXPUSDT,0.03,-3.54,-3.37,2.39,10
737,BCHUSDT,STMXUSDT,0.0,-4.14,-3.37,20833.64,10
3512,USDCUSDT,QNTUSDT,0.0,-13.0,-3.37,0.01,10
3433,USDCUSDT,CHZUSDT,0.0,-13.17,-3.37,4.47,10
600,BATUSDT,FXSUSDT,0.02,-3.73,-3.37,0.05,10
731,BCHUSDT,SFPUSDT,0.03,-3.53,-3.37,165.74,10
3606,XEMUSDT,SCUSDT,0.01,-4.07,-3.37,13.28,10
413,AXSUSDT,APTUSDT,0.0,-4.97,-3.37,1.59,10
2960,RNDRUSDT,ZENUSDT,0.0,-4.83,-3.37,0.05,10
474,AXSUSDT,OMGUSDT,0.01,-3.88,-3.37,6.2,10
1069,C98USDT,BELUSDT,0.02,-3.73,-3.37,0.69,10
2895,RENUSDT,PEOPLEUSDT,0.01,-3.92,-3.37,3.39,10
3781,XRPUSDT,SCRTUSDT,0.0,-13.72,-3.37,0.51,10
